transaction_id,client_id,account_id,month,num_transactions,total_deposits,total_withdrawals
T011129,C0467,A00888,2024-12,3,2398.71,1874.7
T011130,C0467,A00888,2025-02,4,2129.79,7884.65
T011131,C0467,A00888,2025-03,5,1913.64,3828.78
T011132,C0467,A00888,2025-04,5,3883.83,2836.12
T011133,C0467,A00888,2025-05,6,3371.9,293.17
T011134,C0467,A00888,2025-06,8,1469.86,772.42
T011135,C0467,A00888,2025-07,12,2626.44,3368.2
T011136,C0467,A00888,2025-08,4,4426.5,3505.46
T011137,C0467,A00888,2025-09,8,1138.14,5419.66
T011138,C0467,A00888,2025-10,1,3567.93,5139.16
T011139,C0467,A00888,2025-11,12,2643.88,4242.38
T011140,C0467,A00888,2025-12,9,4462.18,0
T011141,C0468,A00890,2024-01,10,1670.16,0
T011142,C0468,A00889,2024-01,5,991.33,1084.15
T011143,C0468,A00890,2024-03,9,2626.88,0
T011144,C0468,A00890,2024-04,2,1864.72,0
T011145,C0468,A00889,2024-05,7,0,1041.56
T011146,C0468,A00890,2024-06,5,1547.32,0
T011147,C0468,A00889,2024-06,1,2067.29,1441.27
T011148,C0468,A00889,2024-07,11,2781.1,364.05
T011149,C0468,A00890,2024-07,2,1530.98,0
T011150,C0468,A00890,2024-08,1,2085.89,0
T011151,C0468,A00889,2024-09,8,1418.58,238.56
T011152,C0468,A00890,2024-09,9,1041.23,0
T011153,C0468,A00890,2024-10,6,1740.36,0
T011154,C0468,A00890,2024-11,5,1841.49,0
T011155,C0468,A00890,2024-12,9,415.77,0
T011156,C0468,A00889,2024-12,10,0,1102.77
T011157,C0468,A00889,2025-01,1,1291.54,1072.01
T011158,C0468,A00890,2025-01,6,1527.17,0
T011159,C0468,A00889,2025-02,5,3545.81,1155.32
T011160,C0468,A00890,2025-02,4,1566.42,0
T011161,C0468,A00890,2025-03,6,1630.42,0
T011162,C0468,A00889,2025-04,7,651.67,1092.02
T011163,C0468,A00890,2025-04,5,2015.95,0
T011164,C0468,A00890,2025-05,8,1323.04,0
T011165,C0468,A00890,2025-06,12,2427.9,0
T011166,C0468,A00889,2025-07,8,2826.21,0
T011167,C0468,A00890,2025-07,10,1469.23,0
T011168,C0468,A00890,2025-08,5,991.37,0
T011169,C0468,A00890,2025-09,10,1300.25,0
T011170,C0468,A00889,2025-09,11,4542.95,249.37
T011171,C0468,A00889,2025-10,1,1746.9,1280.3
T011172,C0468,A00890,2025-10,10,1834.09,0
T011173,C0468,A00889,2025-11,9,154.95,1570.45
T011174,C0468,A00889,2025-12,6,2503.82,0
T011175,C0469,A00892,2024-02,3,35.93,1993.32
T011176,C0469,A00891,2024-02,8,2158.08,0
T011177,C0469,A00891,2024-03,9,1226.06,0
T011178,C0469,A00892,2024-03,6,2478.34,3086.81
T011179,C0469,A00892,2024-04,4,134.05,2901.9
T011180,C0469,A00891,2024-05,7,1242.21,0
T011181,C0469,A00892,2024-05,5,1808.35,1394.05
T011182,C0469,A00892,2024-07,4,1957.04,1216.48
T011183,C0469,A00892,2024-08,8,1176.25,1928.14
T011184,C0469,A00891,2024-08,11,1227.11,0
T011185,C0469,A00892,2024-09,9,2078.72,2387.65
T011186,C0469,A00891,2024-09,6,808.57,0
T011187,C0469,A00892,2024-10,10,894.57,3599.83
T011188,C0469,A00892,2024-11,8,0,3828.29
T011189,C0469,A00891,2024-11,5,1307.39,0
T011190,C0469,A00891,2025-01,1,2457.0,0
T011191,C0469,A00892,2025-01,6,1717.47,1150.78
T011192,C0469,A00892,2025-02,3,2250.03,1931.69
T011193,C0469,A00892,2025-03,2,1769.26,0
T011194,C0469,A00891,2025-03,1,1074.35,0
T011195,C0469,A00891,2025-04,5,1976.2,0
T011196,C0469,A00892,2025-04,9,1482.88,2772.78
T011197,C0469,A00892,2025-05,5,2767.72,3522.07
T011198,C0469,A00891,2025-05,4,1679.74,0
T011199,C0469,A00891,2025-06,12,1252.59,0
T011200,C0469,A00891,2025-07,6,1081.04,0
T011201,C0469,A00892,2025-07,6,322.16,1248.68
T011202,C0469,A00892,2025-08,10,1772.64,549.37
T011203,C0469,A00891,2025-09,11,2061.81,0
T011204,C0469,A00892,2025-09,2,2107.68,1438.32
T011205,C0469,A00891,2025-11,7,967.15,0
T011206,C0469,A00892,2025-12,11,1976.44,1884.27
T011207,C0469,A00891,2025-12,2,1378.41,0
T011208,C0470,A00893,2024-01,9,1220.56,0
T011209,C0470,A00894,2024-01,11,1294.05,702.98
T011210,C0470,A00893,2024-02,5,2253.33,0
T011211,C0470,A00894,2024-02,1,3223.39,1292.08
T011212,C0470,A00894,2024-03,11,3691.29,1490.64
T011213,C0470,A00893,2024-04,8,1254.21,0
T011214,C0470,A00893,2024-05,1,1905.44,0
T011215,C0470,A00894,2024-05,5,678.82,1498.34
T011216,C0470,A00893,2024-06,7,1192.14,0
T011217,C0470,A00894,2024-06,2,1550.68,1871.07
T011218,C0470,A00894,2024-07,3,2637.38,739.8
T011219,C0470,A00893,2024-07,7,2692.22,0
T011220,C0470,A00893,2024-08,2,1715.57,0
T011221,C0470,A00893,2024-10,10,1670.95,0
T011222,C0470,A00894,2024-10,5,2430.75,952.24
T011223,C0470,A00893,2024-11,5,1220.23,0
T011224,C0470,A00894,2024-11,4,764.13,29.16
T011225,C0470,A00893,2025-01,2,1415.75,0
T011226,C0470,A00894,2025-01,9,3461.32,1013.45
T011227,C0470,A00893,2025-02,12,1436.86,0
T011228,C0470,A00893,2025-04,12,2180.08,0
T011229,C0470,A00893,2025-06,2,1005.0,0
T011230,C0470,A00894,2025-06,7,1887.46,1424.04
T011231,C0470,A00894,2025-07,12,1342.26,816.51
T011232,C0470,A00894,2025-09,6,2379.21,0
T011233,C0470,A00893,2025-11,3,1409.7,0
T011234,C0470,A00894,2025-11,9,2820.47,62.33
T011235,C0471,A00895,2024-01,5,923.54,1598.91
T011236,C0471,A00895,2024-02,9,1081.22,0
T011237,C0471,A00895,2024-03,2,3050.14,1864.48
T011238,C0471,A00895,2024-05,7,1039.08,2855.63
T011239,C0471,A00895,2024-06,7,2356.71,1475.38
T011240,C0471,A00895,2024-07,9,4138.78,0
T011241,C0471,A00895,2024-08,3,718.88,1504.32
T011242,C0471,A00895,2024-09,4,3852.67,0
T011243,C0471,A00895,2024-10,8,1457.05,2919.13
T011244,C0471,A00895,2024-11,4,4667.58,2236.29
T011245,C0471,A00895,2024-12,10,2479.1,774.06
T011246,C0471,A00895,2025-01,7,971.15,413.69
T011247,C0471,A00895,2025-02,12,936.83,2259.3
T011248,C0471,A00895,2025-03,1,1254.36,3290.86
T011249,C0471,A00895,2025-04,7,2111.56,3694.62
T011250,C0471,A00895,2025-05,1,2253.68,1795.1
T011251,C0471,A00895,2025-06,7,1583.26,4174.76
T011252,C0471,A00895,2025-07,4,2830.75,2917.04
T011253,C0471,A00895,2025-08,10,2961.31,1752.24
T011254,C0471,A00895,2025-09,6,2613.11,2937.84
T011255,C0471,A00895,2025-10,1,1054.63,3659.6
T011256,C0471,A00895,2025-11,5,1112.41,756.39
T011257,C0471,A00895,2025-12,6,2655.33,3002.18
T011258,C0472,A00896,2024-01,6,917.44,0
T011259,C0472,A00896,2024-02,12,1351.9,0
T011260,C0472,A00896,2024-05,10,1135.26,0
T011261,C0472,A00896,2024-06,3,855.28,0
T011262,C0472,A00896,2024-07,12,1281.86,0
T011263,C0472,A00896,2024-08,4,2303.2,0
T011264,C0472,A00896,2024-09,1,746.59,0
T011265,C0472,A00896,2024-10,4,1224.9,0
T011266,C0472,A00896,2024-11,11,1333.13,0
T011267,C0472,A00896,2024-12,12,1084.82,0
T011268,C0472,A00896,2025-03,7,1507.22,0
T011269,C0472,A00896,2025-06,9,1047.45,0
T011270,C0472,A00896,2025-07,7,899.8,0
T011271,C0472,A00896,2025-08,11,2358.45,0
T011272,C0472,A00896,2025-09,10,366.04,0
T011273,C0472,A00896,2025-10,10,1761.88,0
T011274,C0472,A00896,2025-11,5,1695.55,0
T011275,C0472,A00896,2025-12,3,1079.21,0
T011276,C0473,A00897,2024-01,7,2695.91,6941.56
T011277,C0473,A00898,2024-02,5,1966.35,0
T011278,C0473,A00897,2024-02,6,4263.19,933.88
T011279,C0473,A00898,2024-03,7,2523.13,0
T011280,C0473,A00897,2024-04,9,1658.14,5317.53
T011281,C0473,A00899,2024-05,6,2220.52,0
T011282,C0473,A00898,2024-05,9,1369.78,0
T011283,C0473,A00899,2024-06,6,557.87,463.56
T011284,C0473,A00898,2024-07,5,864.81,0
T011285,C0473,A00898,2024-08,4,1713.22,0
T011286,C0473,A00899,2024-09,8,1334.93,717.27
T011287,C0473,A00899,2024-10,1,1129.58,432.35
T011288,C0473,A00897,2024-11,6,5699.07,4851.21
T011289,C0473,A00899,2025-01,12,0,1174.54
T011290,C0473,A00897,2025-02,7,753.57,1107.42
T011291,C0473,A00898,2025-02,2,2126.66,0
T011292,C0473,A00899,2025-03,2,1106.27,0
T011293,C0473,A00898,2025-05,4,1470.85,0
T011294,C0473,A00899,2025-05,6,4469.24,1112.6
T011295,C0473,A00897,2025-06,9,3845.16,4700.57
T011296,C0473,A00898,2025-06,6,1620.0,0
T011297,C0473,A00899,2025-07,6,1640.93,691.87
T011298,C0473,A00899,2025-08,11,929.59,982.0
T011299,C0473,A00898,2025-08,11,1765.15,0
T011300,C0473,A00897,2025-09,3,1744.59,1690.29
T011301,C0473,A00898,2025-09,10,2247.82,0
T011302,C0473,A00897,2025-10,5,1624.2,2991.82
T011303,C0473,A00899,2025-10,2,2366.36,0
T011304,C0473,A00899,2025-11,9,3438.09,362.83
T011305,C0473,A00897,2025-11,11,3357.78,5263.51
T011306,C0473,A00897,2025-12,2,921.37,4385.24
T011307,C0473,A00899,2025-12,6,2388.49,719.46
T011308,C0474,A00900,2024-01,10,561.02,1347.67
T011309,C0474,A00900,2024-02,5,3010.59,1093.03
T011310,C0474,A00900,2024-04,8,1552.38,0
T011311,C0474,A00901,2024-04,5,2061.65,0
T011312,C0474,A00900,2024-05,8,2702.79,1099.86
T011313,C0474,A00902,2024-06,9,4296.19,745.76
T011314,C0474,A00900,2024-07,6,1805.05,250.86
T011315,C0474,A00900,2024-09,10,2268.83,0
T011316,C0474,A00901,2024-09,12,1240.84,0
T011317,C0474,A00901,2024-10,2,1005.57,0
T011318,C0474,A00902,2024-10,3,1894.0,2819.74
T011319,C0474,A00900,2024-12,11,2747.29,852.8
T011320,C0474,A00902,2025-01,6,413.36,3045.47
T011321,C0474,A00901,2025-01,12,1686.52,0
T011322,C0474,A00901,2025-02,10,1899.27,0
T011323,C0474,A00900,2025-03,2,2619.73,826.02
T011324,C0474,A00902,2025-04,3,5552.26,1443.43
T011325,C0474,A00900,2025-04,4,2710.99,0
T011326,C0474,A00903,2025-07,5,961.79,0
T011327,C0474,A00900,2025-08,10,2715.58,1401.69
T011328,C0474,A00901,2025-09,12,2336.33,0
T011329,C0474,A00902,2025-09,1,5262.61,769.61
T011330,C0474,A00902,2025-10,4,1676.08,881.7
T011331,C0474,A00902,2025-11,6,4899.38,2796.02
T011332,C0474,A00901,2025-11,5,1433.68,0
T011333,C0474,A00900,2025-12,6,1727.3,1181.79
T011334,C0474,A00903,2025-12,9,1484.07,0
T011335,C0475,A00904,2024-01,9,1881.53,0
T011336,C0475,A00904,2024-02,1,208.95,0
T011337,C0475,A00904,2024-03,8,863.22,0
T011338,C0475,A00904,2024-04,2,1694.64,0
T011339,C0475,A00904,2024-05,9,1214.64,0
T011340,C0475,A00904,2024-06,8,1197.37,0
T011341,C0475,A00904,2024-09,6,1165.93,0
T011342,C0475,A00904,2024-10,2,1609.1,0
T011343,C0475,A00904,2024-11,6,2275.97,0
T011344,C0475,A00904,2024-12,9,1698.81,0
T011345,C0475,A00904,2025-01,3,1542.6,0
T011346,C0475,A00904,2025-03,4,1270.8,0
T011347,C0475,A00904,2025-04,6,1510.92,0
T011348,C0475,A00904,2025-05,1,1866.36,0
T011349,C0475,A00904,2025-06,3,1525.21,0
T011350,C0475,A00904,2025-07,1,1963.01,0
T011351,C0475,A00904,2025-08,1,1773.38,0
T011352,C0475,A00904,2025-09,4,1748.18,0
T011353,C0475,A00904,2025-10,6,1608.39,0
T011354,C0475,A00904,2025-11,7,2076.05,0
T011355,C0475,A00904,2025-12,5,834.48,0
T011356,C0476,A00905,2024-01,12,0,223.3
T011357,C0476,A00905,2024-02,4,1972.89,2218.71
T011358,C0477,A00906,2024-01,2,711.89,662.43
T011359,C0477,A00906,2024-02,8,3228.74,1038.7
T011360,C0477,A00906,2024-03,6,634.66,0
T011361,C0477,A00906,2024-04,2,0,868.45
T011362,C0477,A00906,2024-05,3,2475.03,0
T011363,C0477,A00906,2024-06,9,793.34,442.56
T011364,C0477,A00906,2024-07,8,1652.78,0
T011365,C0477,A00906,2024-09,7,702.8,423.35
T011366,C0477,A00906,2024-10,3,2848.86,354.35
T011367,C0477,A00906,2024-12,4,0,460.61
T011368,C0477,A00906,2025-01,3,2654.42,710.39
T011369,C0477,A00906,2025-02,8,2581.84,0
T011370,C0477,A00906,2025-03,2,378.58,859.47
T011371,C0477,A00906,2025-04,3,0,134.71
T011372,C0477,A00906,2025-05,1,2330.09,43.52
T011373,C0477,A00906,2025-06,7,1458.44,716.51
T011374,C0477,A00906,2025-07,1,2468.08,410.53
T011375,C0477,A00906,2025-08,10,934.12,1020.77
T011376,C0477,A00906,2025-09,4,2578.38,659.8
T011377,C0477,A00906,2025-10,7,953.14,1090.21
T011378,C0477,A00906,2025-11,1,4189.6,0
T011379,C0477,A00906,2025-12,9,3471.87,3.6
T011380,C0478,A00907,2024-01,1,1067.06,0
T011381,C0478,A00908,2024-03,11,1247.54,0
T011382,C0478,A00907,2024-03,2,1504.67,0
T011383,C0478,A00907,2024-04,5,1680.43,0
T011384,C0478,A00908,2024-05,4,901.96,0
T011385,C0478,A00907,2024-05,11,925.6,0
T011386,C0478,A00907,2024-06,8,1947.82,0
T011387,C0478,A00908,2024-06,3,1376.62,0
T011388,C0478,A00908,2024-07,2,965.21,0
T011389,C0478,A00907,2024-07,9,1998.08,0
T011390,C0478,A00907,2024-08,4,939.66,0
T011391,C0478,A00907,2024-09,10,2072.62,0
T011392,C0478,A00908,2024-09,5,2369.71,0
T011393,C0478,A00907,2024-10,3,1761.59,0
T011394,C0478,A00908,2024-11,11,1797.99,0
T011395,C0478,A00908,2024-12,7,878.43,0
T011396,C0478,A00907,2025-01,1,1230.04,0
T011397,C0478,A00908,2025-01,3,2009.88,0
T011398,C0478,A00908,2025-02,8,90.86,0
T011399,C0478,A00907,2025-02,12,973.44,0
T011400,C0478,A00908,2025-03,12,1176.01,0
T011401,C0478,A00907,2025-03,7,670.43,0
T011402,C0478,A00908,2025-04,5,1514.6,0
T011403,C0478,A00907,2025-04,11,1876.05,0
T011404,C0478,A00907,2025-05,9,1451.0,0
T011405,C0478,A00908,2025-07,4,1673.22,0
T011406,C0478,A00907,2025-07,6,2280.56,0
T011407,C0478,A00908,2025-08,5,1432.32,0
T011408,C0478,A00908,2025-09,5,1359.35,0
T011409,C0478,A00907,2025-09,10,1317.79,0
T011410,C0478,A00907,2025-10,7,1702.88,0
T011411,C0478,A00908,2025-11,6,1848.87,0
T011412,C0478,A00907,2025-11,7,1918.52,0
T011413,C0478,A00907,2025-12,7,518.78,0
T011414,C0478,A00908,2025-12,4,1782.18,0
T011415,C0479,A00909,2024-02,8,2976.95,6502.0
T011416,C0479,A00909,2024-04,6,1916.89,4884.75
T011417,C0479,A00909,2024-06,6,3357.47,1568.64
T011418,C0480,A00910,2024-01,11,1928.44,1515.61
T011419,C0480,A00910,2024-02,7,4471.05,2251.79
T011420,C0480,A00910,2024-03,4,1327.09,4832.73
T011421,C0480,A00910,2024-04,7,6544.31,2931.69
T011422,C0480,A00910,2024-05,4,1347.79,5.77
T011423,C0480,A00910,2024-06,10,3878.52,786.01
T011424,C0480,A00910,2024-07,12,4225.09,5372.53
T011425,C0480,A00910,2024-08,1,6347.95,3123.52
T011426,C0480,A00910,2024-11,10,1170.71,5761.09
T011427,C0480,A00910,2024-12,7,7338.7,4975.03
T011428,C0480,A00910,2025-01,2,4430.08,2006.21
T011429,C0480,A00910,2025-02,12,3969.18,2070.81
T011430,C0480,A00910,2025-03,3,5553.02,2680.16
T011431,C0480,A00910,2025-05,10,3332.49,460.5
T011432,C0480,A00910,2025-06,10,2138.04,6624.65
T011433,C0480,A00910,2025-07,8,6814.6,3369.66
T011434,C0480,A00910,2025-08,6,4324.95,1154.08
T011435,C0480,A00910,2025-09,8,5157.57,2607.54
T011436,C0480,A00910,2025-10,7,2591.86,4235.36
T011437,C0481,A00912,2024-01,10,1417.93,0
T011438,C0481,A00911,2024-01,7,3654.16,557.23
T011439,C0481,A00912,2024-03,10,2074.99,0
T011440,C0481,A00913,2024-04,11,1591.34,820.0
T011441,C0481,A00911,2024-05,9,2443.78,2646.87
T011442,C0481,A00912,2024-05,5,803.52,0
T011443,C0481,A00913,2024-06,3,2498.02,896.17
T011444,C0481,A00912,2024-06,6,2165.97,0
T011445,C0481,A00913,2024-07,1,453.12,1619.15
T011446,C0481,A00912,2024-07,6,2043.14,0
T011447,C0481,A00913,2024-08,10,1369.16,0
T011448,C0481,A00911,2024-09,7,5018.22,3116.23
T011449,C0481,A00912,2024-09,6,1410.0,0
T011450,C0481,A00912,2024-10,9,1610.79,0
T011451,C0481,A00912,2024-11,3,844.42,0
T011452,C0481,A00912,2024-12,10,1270.0,0
T011453,C0481,A00913,2024-12,3,0,267.1
T011454,C0481,A00913,2025-02,3,1210.17,204.41
T011455,C0481,A00911,2025-02,9,2421.51,4801.36
T011456,C0481,A00913,2025-03,1,2835.32,692.26
T011457,C0481,A00912,2025-03,11,889.09,0
T011458,C0481,A00912,2025-04,1,1531.19,0
T011459,C0481,A00911,2025-04,1,1133.56,0
T011460,C0481,A00911,2025-06,7,2308.79,947.35
T011461,C0481,A00913,2025-06,4,2812.67,673.06
T011462,C0481,A00913,2025-07,12,2087.27,0
T011463,C0481,A00912,2025-08,7,1782.34,0
T011464,C0481,A00913,2025-08,3,1280.71,0
T011465,C0481,A00912,2025-09,7,1988.5,0
T011466,C0481,A00911,2025-10,9,3941.08,3305.62
T011467,C0481,A00913,2025-10,9,482.64,806.9
T011468,C0481,A00913,2025-11,9,1844.06,0
T011469,C0481,A00911,2025-12,2,4957.72,3501.06
T011470,C0482,A00914,2024-01,6,2416.88,0
T011471,C0482,A00914,2024-02,3,2536.27,0
T011472,C0482,A00915,2024-02,1,388.25,1501.75
T011473,C0482,A00915,2024-03,10,2993.47,2869.77
T011474,C0482,A00914,2024-03,1,1433.63,0
T011475,C0482,A00914,2024-06,12,642.08,0
T011476,C0482,A00915,2024-07,12,1694.39,4021.68
T011477,C0482,A00914,2024-08,9,2081.5,0
T011478,C0482,A00915,2024-08,1,0,0
T011479,C0482,A00914,2024-09,5,1310.33,0
T011480,C0482,A00915,2024-09,3,1849.79,2853.09
T011481,C0482,A00915,2024-11,10,3516.43,0
T011482,C0482,A00915,2024-12,1,1506.63,1616.94
T011483,C0482,A00915,2025-01,8,2892.69,2171.16
T011484,C0482,A00915,2025-02,8,974.08,1073.41
T011485,C0482,A00915,2025-03,11,1639.33,583.14
T011486,C0482,A00915,2025-04,1,936.49,3470.17
T011487,C0482,A00914,2025-04,5,1020.97,0
T011488,C0482,A00914,2025-05,5,910.87,0
T011489,C0482,A00914,2025-06,10,1626.25,0
T011490,C0482,A00915,2025-06,6,1302.27,3543.71
T011491,C0482,A00914,2025-07,11,2522.91,0
T011492,C0482,A00915,2025-07,10,2375.26,2149.61
T011493,C0482,A00914,2025-08,11,1324.07,0
T011494,C0482,A00915,2025-08,12,1545.14,3240.48
T011495,C0482,A00915,2025-09,3,1168.62,2008.63
T011496,C0482,A00914,2025-09,5,1737.49,0
T011497,C0482,A00914,2025-10,3,2103.43,0
T011498,C0482,A00915,2025-11,1,1714.48,1501.18
T011499,C0482,A00914,2025-11,11,1974.15,0
T011500,C0482,A00915,2025-12,3,2895.65,1651.43
T011501,C0482,A00914,2025-12,3,1404.54,0
T011502,C0483,A00917,2024-01,1,3131.03,2122.62
T011503,C0483,A00916,2024-01,12,1351.69,0
T011504,C0483,A00917,2024-02,10,3651.66,2447.63
T011505,C0483,A00916,2024-02,7,1296.2,0
T011506,C0483,A00916,2024-03,11,2211.08,0
T011507,C0483,A00917,2024-03,5,3625.69,3123.69
T011508,C0483,A00917,2024-04,2,2953.22,1997.55
T011509,C0483,A00916,2024-05,4,1906.72,0
T011510,C0483,A00917,2024-05,11,98.6,898.6
T011511,C0483,A00916,2024-06,10,364.65,0
T011512,C0483,A00917,2024-06,1,2123.87,1775.06
T011513,C0483,A00916,2024-07,4,846.16,0
T011514,C0483,A00917,2024-07,6,2910.33,2652.44
T011515,C0483,A00916,2024-08,11,2064.44,0
T011516,C0483,A00917,2024-08,11,2162.66,3831.46
T011517,C0483,A00917,2024-09,4,1813.32,4009.49
T011518,C0483,A00916,2024-09,3,1562.96,0
T011519,C0483,A00917,2024-10,10,2842.89,4717.51
T011520,C0483,A00916,2024-10,8,2080.21,0
T011521,C0483,A00916,2024-12,1,1278.85,0
T011522,C0483,A00916,2025-01,1,1523.79,0
T011523,C0483,A00917,2025-01,10,893.28,1154.23
T011524,C0483,A00916,2025-02,11,1827.11,0
T011525,C0483,A00917,2025-02,10,2156.48,1232.58
T011526,C0483,A00916,2025-03,1,1539.88,0
T011527,C0483,A00917,2025-04,9,2545.98,2620.09
T011528,C0483,A00916,2025-05,8,2446.81,0
T011529,C0483,A00917,2025-06,4,750.85,2706.9
T011530,C0483,A00916,2025-07,5,1697.03,0
T011531,C0483,A00917,2025-08,2,2751.31,1878.05
T011532,C0483,A00916,2025-09,3,1243.5,0
T011533,C0483,A00916,2025-10,7,2127.49,0
T011534,C0483,A00917,2025-10,6,1209.06,266.58
T011535,C0483,A00916,2025-11,11,1491.23,0
T011536,C0483,A00917,2025-12,8,1738.79,1533.22
T011537,C0484,A00918,2024-01,3,2323.28,0
T011538,C0484,A00918,2024-02,3,2353.24,0
T011539,C0484,A00918,2024-03,7,1702.53,0
T011540,C0484,A00918,2024-04,6,1889.21,0
T011541,C0484,A00918,2024-05,8,1574.12,0
T011542,C0484,A00918,2024-06,12,1821.11,0
T011543,C0484,A00918,2024-07,3,1405.51,0
T011544,C0484,A00918,2024-08,10,1009.18,0
T011545,C0484,A00918,2024-09,10,1149.89,0
T011546,C0484,A00918,2024-10,4,980.66,0
T011547,C0484,A00918,2024-12,8,1610.18,0
T011548,C0484,A00918,2025-01,5,1477.41,0
T011549,C0484,A00918,2025-02,7,1748.8,0
T011550,C0484,A00918,2025-03,5,846.93,0
T011551,C0484,A00918,2025-06,9,1456.69,0
T011552,C0484,A00918,2025-07,6,1055.54,0
T011553,C0484,A00918,2025-08,5,1906.92,0
T011554,C0484,A00918,2025-09,12,1083.29,0
T011555,C0484,A00918,2025-10,11,1880.58,0
T011556,C0484,A00918,2025-11,9,1591.89,0
T011557,C0484,A00918,2025-12,8,906.43,0
T011558,C0485,A00919,2024-01,12,2621.46,2630.62
T011559,C0485,A00919,2024-02,11,3362.02,2494.39
T011560,C0485,A00919,2024-03,8,929.24,3913.64
T011561,C0485,A00919,2024-04,2,1324.49,3322.93
T011562,C0485,A00919,2024-05,4,389.5,2802.65
T011563,C0485,A00919,2024-07,2,2799.91,0
T011564,C0485,A00919,2024-09,1,6727.95,2691.92
T011565,C0485,A00919,2024-11,2,5921.65,5428.92
T011566,C0485,A00919,2024-12,2,1149.87,925.21
T011567,C0485,A00919,2025-01,4,5060.7,5056.19
T011568,C0485,A00919,2025-02,11,1161.66,5112.68
T011569,C0485,A00919,2025-04,7,1624.25,5922.29
T011570,C0485,A00919,2025-05,1,3798.68,1303.93
T011571,C0485,A00919,2025-06,9,1334.42,3019.8
T011572,C0485,A00919,2025-08,8,3416.28,1878.35
T011573,C0485,A00919,2025-09,6,2441.0,2653.83
T011574,C0485,A00919,2025-10,5,3339.53,4545.58
T011575,C0485,A00919,2025-11,7,3771.68,1970.57
T011576,C0485,A00919,2025-12,9,3032.29,3582.42
T011577,C0486,A00920,2024-01,6,835.59,303.21
T011578,C0486,A00920,2024-02,8,4912.45,655.3
T011579,C0486,A00920,2024-03,2,2234.31,1073.44
T011580,C0486,A00920,2024-04,9,0,958.84
T011581,C0486,A00920,2024-05,7,2899.82,1562.29
T011582,C0486,A00920,2024-06,3,1684.22,0
T011583,C0486,A00920,2024-08,5,1237.51,0
T011584,C0486,A00920,2024-09,7,1850.19,677.75
T011585,C0486,A00920,2024-10,11,2509.8,1802.91
T011586,C0486,A00920,2024-11,5,4115.86,347.07
T011587,C0486,A00920,2024-12,4,363.36,1161.15
T011588,C0486,A00920,2025-01,12,673.33,994.26
T011589,C0486,A00920,2025-02,12,0,2598.25
T011590,C0486,A00920,2025-03,11,3414.27,242.34
T011591,C0486,A00920,2025-05,4,1370.06,1091.26
T011592,C0486,A00920,2025-07,3,0,1444.57
T011593,C0486,A00920,2025-09,5,4707.11,692.58
T011594,C0486,A00920,2025-10,2,3462.33,980.69
T011595,C0486,A00920,2025-11,1,1036.76,1746.92
T011596,C0487,A00921,2024-01,12,1442.96,0
T011597,C0487,A00921,2024-02,7,1099.11,0
T011598,C0487,A00921,2024-03,7,2157.18,679.97
T011599,C0487,A00921,2024-05,11,3376.16,1190.39
T011600,C0487,A00921,2024-06,6,2057.41,636.47
T011601,C0487,A00921,2024-07,6,26.35,0
T011602,C0488,A00923,2024-01,12,534.52,0
T011603,C0488,A00922,2024-01,3,1947.38,0
T011604,C0488,A00922,2024-02,5,1349.71,0
T011605,C0488,A00923,2024-02,12,1785.19,0
T011606,C0488,A00922,2024-03,10,1876.0,0
T011607,C0488,A00923,2024-03,9,3342.63,0
T011608,C0488,A00923,2024-04,9,271.48,0
T011609,C0488,A00922,2024-04,3,1113.44,0
T011610,C0488,A00922,2024-05,7,1792.93,0
T011611,C0488,A00923,2024-05,6,2270.11,1421.91
T011612,C0488,A00922,2024-06,7,2565.21,0
T011613,C0488,A00922,2024-07,9,1580.36,0
T011614,C0488,A00923,2024-08,11,3014.05,907.83
T011615,C0488,A00922,2024-08,3,1565.17,0
T011616,C0488,A00922,2024-09,1,1606.91,0
T011617,C0488,A00923,2024-09,7,282.83,127.03
T011618,C0488,A00923,2024-10,6,846.2,190.57
T011619,C0488,A00923,2024-11,4,1971.97,166.65
T011620,C0488,A00922,2024-11,12,1416.53,0
T011621,C0488,A00923,2024-12,12,685.06,0
T011622,C0488,A00923,2025-02,7,319.79,158.4
T011623,C0488,A00923,2025-03,8,2681.87,367.95
T011624,C0488,A00923,2025-04,12,0,906.53
T011625,C0488,A00923,2025-06,7,1537.59,146.19
T011626,C0489,A00925,2024-01,5,1126.64,0
T011627,C0489,A00924,2024-01,8,2489.58,0
T011628,C0489,A00924,2024-02,1,1872.03,0
T011629,C0489,A00925,2024-02,2,2782.08,439.6
T011630,C0489,A00925,2024-03,11,1326.56,865.18
T011631,C0489,A00926,2024-03,1,2346.9,1806.3
T011632,C0489,A00926,2024-05,8,2372.65,4542.53
T011633,C0489,A00925,2024-06,11,3163.46,0
T011634,C0489,A00924,2024-06,1,957.84,0
T011635,C0489,A00925,2024-07,11,3287.1,490.84
T011636,C0489,A00924,2024-09,5,2013.71,0
T011637,C0489,A00924,2024-10,8,2277.51,0
T011638,C0489,A00926,2024-12,12,1726.13,1544.66
T011639,C0489,A00925,2024-12,11,824.85,178.04
T011640,C0489,A00926,2025-01,4,2923.23,1029.15
T011641,C0489,A00925,2025-01,7,1489.82,1053.99
T011642,C0489,A00926,2025-02,12,2225.35,1461.64
T011643,C0489,A00924,2025-02,5,1072.91,0
